arm,model,file,sub,machine_correct,machine_attempted,enum_correct,baseline_correct,n_pairs,tp,fp,fn,cost,error
audio,mistralai/voxtral-small-24b-2507,AA_b68b3349-98b4-4c6,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_b68b3349-98b4-4c6,orf_eng,59.0,59.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0065162,
audio,mistralai/voxtral-small-24b-2507,AA_05ebc0d7-bc26-4ab,idwrd_urd,50.0,50.0,14.0,5.0,16.0,0.0,0.0,2.0,0.0064802,
audio,mistralai/voxtral-small-24b-2507,AA_05ebc0d7-bc26-4ab,orf_urd,60.0,60.0,20.0,2.0,29.0,0.0,0.0,9.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_5f48be27-6ed5-42e,idwrd_urd,50.0,50.0,5.0,0.0,9.0,0.0,0.0,4.0,0.006479,
audio,mistralai/voxtral-small-24b-2507,AA_268319c5-6f94-4a8,orf_urd,60.0,60.0,30.0,16.0,33.0,0.0,0.0,3.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_268319c5-6f94-4a8,orf_eng,59.0,59.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0065162,
audio,mistralai/voxtral-small-24b-2507,AA_6d4a8671-522e-4cc,idwrd_urd,50.0,50.0,19.0,4.0,20.0,0.0,0.0,1.0,0.0064787,
audio,mistralai/voxtral-small-24b-2507,AA_6d4a8671-522e-4cc,orf_urd,60.0,60.0,31.0,3.0,33.0,0.0,0.0,2.0,0.0065456,
audio,mistralai/voxtral-small-24b-2507,AA_6d4a8671-522e-4cc,orf_eng,59.0,59.0,52.0,27.0,59.0,0.0,0.0,6.0,0.0064052,
audio,mistralai/voxtral-small-24b-2507,AA_5e864c07-25df-4cc,idwrd_urd,50.0,50.0,49.0,44.0,50.0,0.0,0.0,1.0,0.0063839,
audio,mistralai/voxtral-small-24b-2507,AA_5e864c07-25df-4cc,orf_urd,60.0,60.0,59.0,43.0,60.0,0.0,0.0,1.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_5e864c07-25df-4cc,orf_eng,59.0,59.0,50.0,48.0,59.0,0.0,0.0,9.0,0.0065162,
text,openai/gpt-5-mini,AA_eaf07843-14a1-4e9,idwrd_urd,10.0,44.0,29.0,4.0,29.0,0.0,21.0,0.0,0.01077725,
text,openai/gpt-5-mini,AA_eaf07843-14a1-4e9,orf_urd,0.0,50.0,48.0,12.0,50.0,4.0,46.0,0.0,0.0074575,
text,openai/gpt-5-mini,AA_eaf07843-14a1-4e9,orf_eng,0.0,33.0,36.0,7.0,33.0,5.0,28.0,0.0,0.00812325,
text,openai/gpt-5-mini,AA_aa8eabb8-8f23-448,idwrd_urd,43.0,49.0,48.0,40.0,49.0,1.0,5.0,1.0,0.00795125,
text,openai/gpt-5-mini,AA_aa8eabb8-8f23-448,orf_urd,48.0,60.0,60.0,42.0,60.0,0.0,12.0,0.0,0.0098305,
text,openai/gpt-5-mini,AA_aa8eabb8-8f23-448,orf_eng,3.0,59.0,56.0,34.0,59.0,2.0,54.0,1.0,0.00657275,
text,openai/gpt-5-mini,AA_b2abea24-c5e2-478,idwrd_urd,42.0,48.0,48.0,38.0,48.0,1.0,5.0,0.0,0.0083775,
text,openai/gpt-5-mini,AA_b2abea24-c5e2-478,orf_urd,47.0,60.0,60.0,40.0,60.0,0.0,13.0,0.0,0.00948225,
text,openai/gpt-5-mini,AA_b2abea24-c5e2-478,orf_eng,47.0,58.0,60.0,47.0,58.0,0.0,11.0,0.0,0.00803175,
text,openai/gpt-5-mini,AA_34eb5079-1c89-41d,idwrd_urd,9.0,47.0,10.0,3.0,16.0,5.0,6.0,1.0,0.009748,
text,openai/gpt-5-mini,AA_34eb5079-1c89-41d,orf_urd,1.0,11.0,12.0,2.0,11.0,4.0,6.0,0.0,0.005044,
text,openai/gpt-5-mini,AA_34eb5079-1c89-41d,orf_eng,12.0,47.0,10.0,4.0,21.0,9.0,8.0,1.0,0.01078025,
text,openai/gpt-5-mini,AA_44e68d46-79a6-402,orf_urd,53.0,60.0,60.0,42.0,60.0,0.0,7.0,0.0,0.0097545,
text,openai/gpt-5-mini,AA_44e68d46-79a6-402,orf_eng,12.0,55.0,52.0,38.0,55.0,3.0,40.0,2.0,0.0104455,
text,openai/gpt-5-mini,AA_b47c2091-d93e-49d,idwrd_urd,45.0,48.0,50.0,39.0,48.0,0.0,3.0,0.0,0.00963625,
text,openai/gpt-5-mini,AA_b47c2091-d93e-49d,orf_urd,49.0,60.0,60.0,42.0,60.0,0.0,11.0,0.0,0.01124775,
text,openai/gpt-5-mini,AA_b47c2091-d93e-49d,orf_eng,0.0,55.0,54.0,44.0,55.0,6.0,49.0,0.0,0.00963525,
text,openai/gpt-5-mini,AA_b68b3349-98b4-4c6,idwrd_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00271325,
text,openai/gpt-5-mini,AA_b68b3349-98b4-4c6,orf_urd,0.0,15.0,0.0,0.0,5.0,5.0,0.0,0.0,0.00516425,
text,openai/gpt-5-mini,AA_b68b3349-98b4-4c6,orf_eng,0.0,26.0,0.0,2.0,5.0,5.0,0.0,0.0,0.004789,
text,openai/gpt-5-mini,AA_05ebc0d7-bc26-4ab,idwrd_urd,2.0,25.0,14.0,5.0,16.0,2.0,12.0,0.0,0.0094935,
text,openai/gpt-5-mini,AA_05ebc0d7-bc26-4ab,orf_urd,2.0,32.0,20.0,2.0,29.0,9.0,18.0,0.0,0.0075035,
text,openai/gpt-5-mini,AA_5f48be27-6ed5-42e,idwrd_urd,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.00297325,
text,openai/gpt-5-mini,AA_268319c5-6f94-4a8,orf_urd,3.0,41.0,30.0,16.0,33.0,3.0,27.0,0.0,0.009463,
text,openai/gpt-5-mini,AA_268319c5-6f94-4a8,orf_eng,1.0,12.0,0.0,5.0,5.0,4.0,0.0,1.0,0.005946,
text,openai/gpt-5-mini,AA_6d4a8671-522e-4cc,idwrd_urd,7.0,24.0,19.0,4.0,20.0,1.0,13.0,0.0,0.0079145,
text,openai/gpt-5-mini,AA_6d4a8671-522e-4cc,orf_urd,6.0,60.0,31.0,3.0,33.0,2.0,27.0,0.0,0.00826175,
text,openai/gpt-5-mini,AA_6d4a8671-522e-4cc,orf_eng,8.0,59.0,52.0,27.0,59.0,4.0,47.0,2.0,0.01121875,
text,openai/gpt-5-mini,AA_5e864c07-25df-4cc,idwrd_urd,28.0,50.0,49.0,44.0,50.0,1.0,21.0,0.0,0.0101355,
text,openai/gpt-5-mini,AA_5e864c07-25df-4cc,orf_urd,51.0,60.0,59.0,43.0,60.0,1.0,8.0,0.0,0.00718925,
text,openai/gpt-5-mini,AA_5e864c07-25df-4cc,orf_eng,10.0,58.0,50.0,48.0,58.0,9.0,39.0,0.0,0.008846,
text,openai/gpt-5-mini,AA_1bb7fdea-6bc2-422,idwrd_urd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002849,
text,openai/gpt-5-mini,AA_788dfa6a-d7ba-413,idwrd_urd,48.0,50.0,48.0,44.0,50.0,1.0,1.0,1.0,0.00645775,
text,openai/gpt-5-mini,AA_788dfa6a-d7ba-413,orf_urd,50.0,60.0,60.0,42.0,60.0,0.0,10.0,0.0,0.0092875,
text,openai/gpt-5-mini,AA_788dfa6a-d7ba-413,orf_eng,54.0,59.0,53.0,55.0,59.0,0.0,5.0,6.0,0.0101925,
text,openai/gpt-5-mini,AA_93ae4640-bf92-45b,idwrd_urd,30.0,50.0,50.0,43.0,50.0,0.0,20.0,0.0,0.00973175,
text,openai/gpt-5-mini,AA_93ae4640-bf92-45b,orf_urd,19.0,46.0,60.0,28.0,46.0,0.0,27.0,0.0,0.01023475,
text,openai/gpt-5-mini,AA_93ae4640-bf92-45b,orf_eng,0.0,43.0,57.0,17.0,43.0,2.0,41.0,0.0,0.00798225,
text,openai/gpt-5-mini,AA_ceea038f-3411-4c4,idwrd_urd,44.0,50.0,48.0,41.0,50.0,2.0,4.0,0.0,0.0073785,
text,openai/gpt-5-mini,AA_ceea038f-3411-4c4,orf_urd,50.0,60.0,60.0,43.0,60.0,0.0,10.0,0.0,0.0083445,
text,openai/gpt-5-mini,AA_ceea038f-3411-4c4,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
text,openai/gpt-5-mini,AA_cc3e50b9-d8fd-494,idwrd_urd,23.0,47.0,27.0,14.0,32.0,5.0,6.0,0.0,0.0090315,
text,openai/gpt-5-mini,AA_cc3e50b9-d8fd-494,orf_urd,21.0,56.0,31.0,10.0,35.0,5.0,13.0,0.0,0.011738,
text,openai/gpt-5-mini,AA_29cbf33e-8ec1-4da,idwrd_urd,44.0,50.0,44.0,41.0,50.0,2.0,4.0,4.0,0.0119305,
text,openai/gpt-5-mini,AA_29cbf33e-8ec1-4da,orf_urd,52.0,60.0,60.0,43.0,60.0,0.0,8.0,0.0,0.011221,
text,openai/gpt-5-mini,AA_29cbf33e-8ec1-4da,orf_eng,13.0,58.0,59.0,48.0,58.0,1.0,44.0,0.0,0.00613375,
text,openai/gpt-5-mini,AA_05729872-0031-4b1,idwrd_urd,31.0,40.0,27.0,24.0,32.0,3.0,6.0,2.0,0.00796325,
text,openai/gpt-5-mini,AA_05729872-0031-4b1,orf_urd,2.0,54.0,30.0,21.0,36.0,7.0,27.0,0.0,0.00821275,
text,openai/gpt-5-mini,AA_05729872-0031-4b1,orf_eng,4.0,7.0,1.0,2.0,7.0,3.0,0.0,3.0,0.00905,
text,openai/gpt-5-mini,AA_3a4a571d-875c-4bb,idwrd_urd,21.0,36.0,24.0,22.0,32.0,7.0,4.0,1.0,0.00792375,
text,openai/gpt-5-mini,AA_3a4a571d-875c-4bb,orf_urd,30.0,49.0,38.0,27.0,46.0,8.0,10.0,0.0,0.01018125,
text,openai/gpt-5-mini,AA_3a4a571d-875c-4bb,orf_eng,13.0,25.0,17.0,19.0,22.0,2.0,10.0,3.0,0.0079155,
text,openai/gpt-5-mini,AA_c82929c2-05b6-468,idwrd_urd,0.0,31.0,0.0,0.0,5.0,5.0,0.0,0.0,0.00420725,
text,openai/gpt-5-mini,AA_c82929c2-05b6-468,orf_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295675,
text,openai/gpt-5-mini,AA_c82929c2-05b6-468,orf_eng,3.0,17.0,0.0,4.0,5.0,4.0,0.0,1.0,0.00994375,
text,openai/gpt-5-mini,AA_dd56a505-4ac7-4d1,idwrd_urd,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.00466975,
text,openai/gpt-5-mini,AA_dd56a505-4ac7-4d1,orf_urd,21.0,28.0,17.0,15.0,26.0,2.0,4.0,7.0,0.009467,
text,openai/gpt-5-mini,AA_bd2f2910-0953-45a,idwrd_urd,2.0,50.0,42.0,2.0,46.0,4.0,40.0,0.0,0.0058785,
text,openai/gpt-5-mini,AA_bd2f2910-0953-45a,orf_urd,13.0,22.0,22.0,5.0,22.0,1.0,8.0,0.0,0.0109785,
text,openai/gpt-5-mini,AA_bd2f2910-0953-45a,orf_eng,0.0,12.0,0.0,4.0,5.0,5.0,0.0,0.0,0.00442375,
text,openai/gpt-5-mini,AA_27e407f8-7dc7-428,idwrd_urd,8.0,50.0,48.0,28.0,50.0,1.0,41.0,1.0,0.010836,
text,openai/gpt-5-mini,AA_27e407f8-7dc7-428,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,openai/gpt-5-mini,AA_91ecf22b-d335-4de,idwrd_urd,12.0,48.0,50.0,38.0,48.0,0.0,36.0,0.0,0.009146,
text,openai/gpt-5-mini,AA_91ecf22b-d335-4de,orf_urd,48.0,60.0,60.0,41.0,60.0,0.0,12.0,0.0,0.009764,
text,openai/gpt-5-mini,AA_91ecf22b-d335-4de,orf_eng,2.0,59.0,58.0,18.0,59.0,2.0,55.0,0.0,0.008,
text,openai/gpt-5-mini,AA_7a35917e-6b9d-418,idwrd_urd,0.0,23.0,1.0,0.0,6.0,5.0,1.0,0.0,0.00407425,
text,openai/gpt-5-mini,AA_7f61eb3f-65c7-4fd,idwrd_urd,6.0,32.0,14.0,3.0,21.0,7.0,8.0,0.0,0.01073525,
text,openai/gpt-5-mini,AA_7f61eb3f-65c7-4fd,orf_urd,1.0,14.0,0.0,0.0,5.0,4.0,0.0,1.0,0.00506425,
text,openai/gpt-5-mini,AA_12d53cb2-6597-40c,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,openai/gpt-5-mini,AA_12d53cb2-6597-40c,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,openai/gpt-5-mini,AA_063c4da1-14ee-4c6,idwrd_urd,45.0,50.0,49.0,39.0,50.0,0.0,5.0,1.0,0.00762525,
text,openai/gpt-5-mini,AA_063c4da1-14ee-4c6,orf_urd,49.0,60.0,59.0,42.0,60.0,0.0,11.0,1.0,0.01057925,
text,openai/gpt-5-mini,AA_063c4da1-14ee-4c6,orf_eng,48.0,59.0,57.0,50.0,59.0,1.0,10.0,2.0,0.009983,
text,openai/gpt-5-mini,AA_5d2c0d0d-94a3-4cd,idwrd_urd,19.0,50.0,46.0,40.0,50.0,4.0,27.0,0.0,0.01128675,
text,openai/gpt-5-mini,AA_5d2c0d0d-94a3-4cd,orf_urd,48.0,60.0,59.0,41.0,60.0,0.0,12.0,1.0,0.0075825,
text,openai/gpt-5-mini,AA_5d2c0d0d-94a3-4cd,orf_eng,1.0,8.0,1.0,5.0,6.0,4.0,1.0,1.0,0.00441675,
text,openai/gpt-5-mini,AA_f3176f60-2162-435,idwrd_urd,1.0,8.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0041315,
text,openai/gpt-5-mini,AA_f3176f60-2162-435,orf_urd,0.0,4.0,0.0,1.0,4.0,4.0,0.0,0.0,0.00279475,
text,openai/gpt-5-mini,AA_f3176f60-2162-435,orf_eng,1.0,18.0,0.0,4.0,5.0,5.0,0.0,0.0,0.01100325,
text,openai/gpt-5-mini,AA_df7b47e1-1bc3-45c,idwrd_urd,38.0,50.0,48.0,34.0,50.0,0.0,12.0,2.0,0.008147,
text,openai/gpt-5-mini,AA_df7b47e1-1bc3-45c,orf_urd,50.0,60.0,60.0,42.0,60.0,0.0,10.0,0.0,0.00685375,
text,openai/gpt-5-mini,AA_df7b47e1-1bc3-45c,orf_eng,44.0,51.0,53.0,44.0,51.0,2.0,5.0,2.0,0.00976875,
text,openai/gpt-5-mini,AA_81cc4088-35cb-41b,idwrd_urd,3.0,47.0,0.0,2.0,5.0,5.0,0.0,0.0,0.00615075,
text,openai/gpt-5-mini,AA_81cc4088-35cb-41b,orf_urd,0.0,9.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0063645,
text,openai/gpt-5-mini,AA_72720d37-958f-4af,idwrd_urd,1.0,22.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0046505,
text,openai/gpt-5-mini,AA_048cadbc-2c10-416,orf_urd,1.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.00775825,
text,openai/gpt-5-mini,AA_048cadbc-2c10-416,idwrd_urd,0.0,50.0,5.0,1.0,15.0,10.0,5.0,0.0,0.00930475,
text,openai/gpt-5-mini,AA_048cadbc-2c10-416,orf_eng,10.0,43.0,0.0,5.0,5.0,4.0,0.0,1.0,0.0073385,
text,openai/gpt-5-mini,AA_b20398e6-b319-4ad,idwrd_urd,7.0,17.0,8.0,3.0,15.0,7.0,1.0,0.0,0.0074285,
text,openai/gpt-5-mini,AA_b20398e6-b319-4ad,orf_urd,4.0,60.0,48.0,26.0,57.0,10.0,43.0,0.0,0.0077375,
text,openai/gpt-5-mini,AA_b20398e6-b319-4ad,orf_eng,2.0,36.0,17.0,7.0,25.0,6.0,17.0,1.0,0.006575,
text,openai/gpt-5-mini,AA_bc78193f-3d1b-4a1,idwrd_urd,45.0,47.0,48.0,40.0,47.0,1.0,1.0,1.0,0.0117025,
text,openai/gpt-5-mini,AA_bc78193f-3d1b-4a1,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,openai/gpt-5-mini,AA_350b43cb-69b8-4f0,orf_urd,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0048245,
text,anthropic/claude-sonnet-5,AA_eaf07843-14a1-4e9,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_eaf07843-14a1-4e9,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_eaf07843-14a1-4e9,orf_eng,0.0,0.0,36.0,7.0,0.0,0.0,0.0,0.0,0.03344,
text,anthropic/claude-sonnet-5,AA_aa8eabb8-8f23-448,idwrd_urd,43.0,49.0,48.0,40.0,49.0,1.0,5.0,1.0,0.04556,
text,anthropic/claude-sonnet-5,AA_aa8eabb8-8f23-448,orf_urd,45.0,60.0,60.0,42.0,60.0,0.0,15.0,0.0,0.040878,
text,anthropic/claude-sonnet-5,AA_aa8eabb8-8f23-448,orf_eng,,,,,,,,,,"Expecting ',' delimiter: line 44 column 33 (char 1480)"
text,anthropic/claude-sonnet-5,AA_b2abea24-c5e2-478,idwrd_urd,43.0,50.0,48.0,38.0,50.0,1.0,6.0,1.0,0.055792,
text,anthropic/claude-sonnet-5,AA_b2abea24-c5e2-478,orf_urd,57.0,60.0,60.0,40.0,60.0,0.0,3.0,0.0,0.06028,
text,anthropic/claude-sonnet-5,AA_b2abea24-c5e2-478,orf_eng,47.0,59.0,60.0,47.0,59.0,0.0,12.0,0.0,0.04309,
text,anthropic/claude-sonnet-5,AA_34eb5079-1c89-41d,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_34eb5079-1c89-41d,orf_urd,3.0,18.0,12.0,2.0,18.0,7.0,8.0,0.0,0.055976,
text,anthropic/claude-sonnet-5,AA_34eb5079-1c89-41d,orf_eng,1.0,1.0,10.0,4.0,1.0,0.0,0.0,0.0,0.050796,
text,anthropic/claude-sonnet-5,AA_44e68d46-79a6-402,orf_urd,45.0,60.0,60.0,42.0,60.0,0.0,15.0,0.0,0.039132,
text,anthropic/claude-sonnet-5,AA_44e68d46-79a6-402,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_b47c2091-d93e-49d,idwrd_urd,43.0,49.0,50.0,39.0,49.0,0.0,6.0,0.0,0.046376,
text,anthropic/claude-sonnet-5,AA_b47c2091-d93e-49d,orf_urd,59.0,60.0,60.0,42.0,60.0,0.0,1.0,0.0,0.052296,
text,anthropic/claude-sonnet-5,AA_b47c2091-d93e-49d,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_b68b3349-98b4-4c6,idwrd_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015336,
text,anthropic/claude-sonnet-5,AA_b68b3349-98b4-4c6,orf_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016902,
text,anthropic/claude-sonnet-5,AA_b68b3349-98b4-4c6,orf_eng,0.0,26.0,0.0,2.0,5.0,5.0,0.0,0.0,0.022116,
text,anthropic/claude-sonnet-5,AA_05ebc0d7-bc26-4ab,idwrd_urd,10.0,19.0,14.0,5.0,16.0,2.0,5.0,0.0,0.04957,
text,anthropic/claude-sonnet-5,AA_05ebc0d7-bc26-4ab,orf_urd,,,,,,,,,,"Expecting ',' delimiter: line 58 column 33 (char 1915)"
text,anthropic/claude-sonnet-5,AA_5f48be27-6ed5-42e,idwrd_urd,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.020404,
text,anthropic/claude-sonnet-5,AA_268319c5-6f94-4a8,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_268319c5-6f94-4a8,orf_eng,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.02058,
text,anthropic/claude-sonnet-5,AA_6d4a8671-522e-4cc,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_6d4a8671-522e-4cc,orf_urd,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.030448,
text,anthropic/claude-sonnet-5,AA_6d4a8671-522e-4cc,orf_eng,24.0,57.0,52.0,27.0,57.0,2.0,31.0,4.0,0.057946,
text,anthropic/claude-sonnet-5,AA_5e864c07-25df-4cc,idwrd_urd,47.0,50.0,49.0,44.0,50.0,1.0,2.0,0.0,0.027398,
text,anthropic/claude-sonnet-5,AA_5e864c07-25df-4cc,orf_urd,45.0,60.0,59.0,43.0,60.0,1.0,14.0,0.0,0.03142,
text,anthropic/claude-sonnet-5,AA_5e864c07-25df-4cc,orf_eng,48.0,59.0,50.0,48.0,59.0,4.0,7.0,5.0,0.044892,
text,anthropic/claude-sonnet-5,AA_1bb7fdea-6bc2-422,idwrd_urd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.017626,
text,anthropic/claude-sonnet-5,AA_788dfa6a-d7ba-413,idwrd_urd,48.0,50.0,48.0,44.0,50.0,1.0,1.0,1.0,0.024636,
text,anthropic/claude-sonnet-5,AA_788dfa6a-d7ba-413,orf_urd,46.0,60.0,60.0,42.0,60.0,0.0,14.0,0.0,0.056202,
text,anthropic/claude-sonnet-5,AA_788dfa6a-d7ba-413,orf_eng,54.0,59.0,53.0,55.0,59.0,0.0,5.0,6.0,0.027376,
text,anthropic/claude-sonnet-5,AA_93ae4640-bf92-45b,idwrd_urd,46.0,50.0,50.0,43.0,50.0,0.0,4.0,0.0,0.04625,
text,anthropic/claude-sonnet-5,AA_93ae4640-bf92-45b,orf_urd,36.0,44.0,60.0,28.0,44.0,0.0,8.0,0.0,0.051866,
text,anthropic/claude-sonnet-5,AA_93ae4640-bf92-45b,orf_eng,15.0,20.0,57.0,17.0,20.0,1.0,4.0,1.0,0.039278,
text,anthropic/claude-sonnet-5,AA_ceea038f-3411-4c4,idwrd_urd,44.0,50.0,48.0,41.0,50.0,2.0,4.0,0.0,0.046844,
text,anthropic/claude-sonnet-5,AA_ceea038f-3411-4c4,orf_urd,44.0,60.0,60.0,43.0,60.0,0.0,16.0,0.0,0.055424,
text,anthropic/claude-sonnet-5,AA_ceea038f-3411-4c4,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_cc3e50b9-d8fd-494,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_cc3e50b9-d8fd-494,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_29cbf33e-8ec1-4da,idwrd_urd,40.0,50.0,44.0,41.0,50.0,5.0,5.0,1.0,0.036098,
text,anthropic/claude-sonnet-5,AA_29cbf33e-8ec1-4da,orf_urd,51.0,60.0,60.0,43.0,60.0,0.0,9.0,0.0,0.05016,
text,anthropic/claude-sonnet-5,AA_29cbf33e-8ec1-4da,orf_eng,48.0,59.0,59.0,48.0,59.0,0.0,11.0,1.0,0.046634,
text,anthropic/claude-sonnet-5,AA_05729872-0031-4b1,idwrd_urd,30.0,40.0,27.0,24.0,32.0,4.0,6.0,1.0,0.045976,
text,anthropic/claude-sonnet-5,AA_05729872-0031-4b1,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_05729872-0031-4b1,orf_eng,6.0,7.0,1.0,2.0,7.0,1.0,0.0,5.0,0.03095,
text,anthropic/claude-sonnet-5,AA_3a4a571d-875c-4bb,idwrd_urd,21.0,36.0,24.0,22.0,32.0,7.0,4.0,1.0,0.057878,
text,anthropic/claude-sonnet-5,AA_3a4a571d-875c-4bb,orf_urd,,,,,,,,,,"Expecting ',' delimiter: line 58 column 33 (char 1945)"
text,anthropic/claude-sonnet-5,AA_3a4a571d-875c-4bb,orf_eng,19.0,25.0,17.0,19.0,22.0,2.0,4.0,3.0,0.027408,
text,anthropic/claude-sonnet-5,AA_c82929c2-05b6-468,idwrd_urd,0.0,30.0,0.0,0.0,5.0,5.0,0.0,0.0,0.025844,
text,anthropic/claude-sonnet-5,AA_c82929c2-05b6-468,orf_urd,0.0,34.0,0.0,0.0,18.0,18.0,0.0,0.0,0.024088,
text,anthropic/claude-sonnet-5,AA_c82929c2-05b6-468,orf_eng,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.015038,
text,anthropic/claude-sonnet-5,AA_dd56a505-4ac7-4d1,idwrd_urd,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.02554,
text,anthropic/claude-sonnet-5,AA_dd56a505-4ac7-4d1,orf_urd,21.0,27.0,17.0,15.0,26.0,2.0,4.0,7.0,0.055614,
text,anthropic/claude-sonnet-5,AA_bd2f2910-0953-45a,idwrd_urd,1.0,5.0,42.0,2.0,5.0,1.0,3.0,0.0,0.054138,
text,anthropic/claude-sonnet-5,AA_bd2f2910-0953-45a,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_bd2f2910-0953-45a,orf_eng,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.015938,
text,anthropic/claude-sonnet-5,AA_27e407f8-7dc7-428,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_27e407f8-7dc7-428,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_91ecf22b-d335-4de,idwrd_urd,41.0,50.0,50.0,38.0,50.0,0.0,9.0,0.0,0.0418,
text,anthropic/claude-sonnet-5,AA_91ecf22b-d335-4de,orf_urd,50.0,60.0,60.0,41.0,60.0,0.0,10.0,0.0,0.057332,
text,anthropic/claude-sonnet-5,AA_91ecf22b-d335-4de,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_7a35917e-6b9d-418,idwrd_urd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02218,
text,anthropic/claude-sonnet-5,AA_7f61eb3f-65c7-4fd,idwrd_urd,,,,,,,,,,"Expecting ',' delimiter: line 48 column 35 (char 1625)"
text,anthropic/claude-sonnet-5,AA_7f61eb3f-65c7-4fd,orf_urd,1.0,5.0,0.0,0.0,5.0,4.0,0.0,1.0,0.026288,
text,anthropic/claude-sonnet-5,AA_12d53cb2-6597-40c,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_12d53cb2-6597-40c,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
text,anthropic/claude-sonnet-5,AA_063c4da1-14ee-4c6,idwrd_urd,44.0,50.0,49.0,39.0,50.0,1.0,5.0,0.0,0.045442,
text,anthropic/claude-sonnet-5,AA_063c4da1-14ee-4c6,orf_urd,44.0,60.0,59.0,42.0,60.0,0.0,16.0,1.0,0.050184,
text,anthropic/claude-sonnet-5,AA_063c4da1-14ee-4c6,orf_eng,48.0,59.0,57.0,50.0,59.0,1.0,10.0,2.0,0.03614,
text,anthropic/claude-sonnet-5,AA_5d2c0d0d-94a3-4cd,idwrd_urd,42.0,50.0,46.0,40.0,50.0,2.0,6.0,2.0,0.056792,
text,anthropic/claude-sonnet-5,AA_5d2c0d0d-94a3-4cd,orf_urd,48.0,60.0,59.0,41.0,60.0,0.0,12.0,1.0,0.052638,
text,anthropic/claude-sonnet-5,AA_5d2c0d0d-94a3-4cd,orf_eng,1.0,8.0,1.0,5.0,6.0,4.0,1.0,1.0,0.059806,
